Player ID,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds.1,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty
,Jonathan Allen,25,WAS,RDT,16,16,0,0,0,0,0,0,0,1,0,0,2.0,63,36,27,3,14,1
135964.0,Josh Allen,24,BUF,QB,16,16,0,0,0,0,0,0,9,1,-2,0,0.0,0,0,0,0,0,0
518190.0,Adrian Amos,27,GNB,SS,16,16,2,47,0,24,9,0,0,0,0,0,2.0,83,65,18,4,3,0
,Arik Armstead,27,SFO,LDE,16,16,0,0,0,0,3,0,0,0,0,0,3.5,49,29,20,6,13,0
3919512.0,Jessie Bates III,23,CIN,FS,16,16,3,12,0,12,15,1,0,0,0,0,0.0,109,78,31,2,1,0
,Kelvin Beachum,31,ARI,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
549807.0,Vonn Bell,26,CIN,SS,16,16,0,0,0,0,5,3,0,2,65,0,0.0,114,67,47,3,4,0
,Joel Bitonio,29,CLE,LG,16,16,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0
500892.0,Tre Boston,28,CAR,FS,16,16,1,0,0,0,4,1,0,2,0,0,1.0,95,61,34,3,2,0
,Bradley Bozeman,26,BAL,LG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
3116729.0,Garrett Bradbury,25,MIN,C,16,16,0,0,0,0,0,0,1,2,-12,0,0.0,0,0,0,0,0,0
,Tom Brady,43,TAM,QB,16,16,0,0,0,0,0,0,4,3,-6,0,0.0,0,0,0,0,0,0
,Malcolm Butler,30,TEN,RCB,16,16,4,111,0,68,14,0,0,0,0,0,0.0,100,86,14,1,0,0
512368.0,Kevin Byard,27,TEN,FS,16,16,1,0,0,0,7,1,0,0,0,0,0.0,111,79,32,1,1,0
238241.0,Josh Bynes,31,CIN,LLB,16,16,0,0,0,0,2,0,0,1,0,0,1.0,99,53,46,5,2,0
545451.0,De'Vondre Campbell,27,ARI,LILB,16,16,0,0,0,0,3,1,0,0,0,0,2.0,99,69,30,7,2,0
484080.0,Derek Carr,29,LVR,QB,16,16,0,0,0,0,0,0,11,0,-6,0,0.0,0,0,0,0,0,0
,Robbie Chosen,27,CAR,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
547019.0,Chuck Clark,25,BAL,SS,16,16,1,0,0,0,4,2,1,3,66,1,1.5,96,57,39,3,4,0
3116449.0,L.J. Collier,25,SEA,DE,16,16,0,0,0,0,2,0,0,0,0,0,3.0,22,16,6,4,7,0
552068.0,Austin Corbett,25,LAR,RG,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
238910.0,Kirk Cousins,32,MIN,QB,16,16,0,0,0,0,0,0,9,1,-1,0,0.0,0,0,0,0,0,0
3916655.0,Maxx Crosby,23,LVR,RDE,16,16,0,0,0,0,1,0,0,1,0,0,7.0,39,20,19,14,13,0
549972.0,Zach Cunningham,26,HOU,LILB,16,16,0,0,0,0,2,1,0,0,0,0,3.0,164,106,58,7,4,0
,Lloyd Cushenberry III,23,DEN,C,16,16,0,0,0,0,0,0,2,1,-7,0,0.0,0,0,0,0,0,0
530289.0,Ronald Darby,26,WAS,RCB/LCB,16,16,0,0,0,0,16,0,0,1,0,0,0.0,55,43,12,1,0,0
501847.0,Lavonte David,30,TAM,RILB,16,16,1,-5,0,-5,6,3,0,2,0,0,1.5,117,82,35,12,3,0
237801.0,Demario Davis,31,NOR,MLB,16,16,0,0,0,0,5,0,0,0,0,0,4.0,119,73,46,10,12,0
549775.0,Dion Dawkins,26,BUF,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
511265.0,Quandre Diggs,27,SEA,FS,16,16,5,57,0,32,10,0,0,0,0,0,0.0,64,42,22,0,0,0
,Aaron Donald,29,LAR,DT,16,16,0,0,0,0,1,4,0,1,0,0,13.5,45,27,18,14,28,0
3929846.0,DeShon Elliott,23,BAL,FS,16,16,0,0,0,0,4,2,0,0,0,0,2.5,80,51,29,3,5,0
3126349.0,Rashaan Evans,25,TEN,LILB,16,16,0,0,0,0,5,0,0,1,25,0,0.5,96,59,37,1,4,0
3925345.0,Minkah Fitzpatrick,24,PIT,FS,16,16,4,77,1,37,11,1,0,1,-1,0,0.0,79,60,19,1,0,0
,Leonard Floyd,28,LAR,ROLB,16,16,0,0,0,0,1,1,0,2,0,0,10.5,55,31,24,11,19,0
3125114.0,Poona Ford,25,SEA,NT,16,16,0,0,0,0,0,1,0,0,0,0,2.0,40,25,15,8,9,0
501214.0,Kyle Fuller,28,CHI,LCB,16,16,1,5,0,5,8,1,0,0,0,0,0.0,65,52,13,0,0,0
378713.0,Tashaun Gipson,30,CHI,SS,16,16,2,10,0,9,7,0,0,1,0,0,0.0,66,48,18,0,0,0
191442.0,Brandon Graham,32,PHI,RDE,16,16,0,0,0,0,0,2,0,1,0,0,8.0,46,35,11,13,16,0
232120.0,Rob Gronkowski,31,TAM,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
,Johnathan Hankins,28,LVR,LDT,16,16,0,0,0,0,0,0,0,1,0,0,1.0,48,27,21,1,4,0
551319.0,Vernon Hargreaves III,25,HOU,RCB,16,16,1,0,0,0,7,0,0,0,0,0,0.0,72,61,11,1,0,0
483118.0,Duron Harmon,29,DET,FS,16,16,2,22,0,21,5,0,0,0,0,0,0.0,73,54,19,0,1,0
,Anthony Harris,29,MIN,FS,16,16,0,0,0,0,7,0,0,0,0,0,0.0,104,58,46,2,0,0
,Rob Havenstein,28,LAR,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
232295.0,Derrick Henry,26,TEN,RB,16,16,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0
552674.0,Neville Hewitt,27,NYJ,RILB,16,16,0,0,0,0,4,1,0,1,17,0,2.0,134,91,43,6,4,0
501935.0,Jordan Hicks,28,ARI,RILB,16,16,1,6,0,6,4,0,0,0,0,0,0.0,118,78,40,11,1,0
504595.0,Troy Hill,29,LAR,LCB,16,16,3,119,2,84,10,1,0,2,20,1,0.0,77,55,22,1,0,0
4036133.0,T.J. Hockenson,23,DET,TE,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
501689.0,DeAndre Hopkins,28,ARI,WR,16,16,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0
,Justin Houston,31,IND,LDE,16,16,0,0,0,0,0,1,0,2,0,0,8.0,25,19,6,8,12,2
535503.0,Xavien Howard,27,MIA,RCB,16,16,10,77,0,29,20,1,0,0,0,0,0.0,51,40,11,1,0,0
238347.0,Rodney Hudson,31,LVR,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
,Eddie Jackson,27,CHI,FS,16,16,0,0,0,0,5,3,0,1,8,1,0.0,82,63,19,1,0,0
237207.0,Kareem Jackson,32,DEN,SS,16,16,1,13,0,13,4,0,0,2,2,0,0.0,89,67,22,1,0,0
,Grady Jarrett,27,ATL,LDT,16,16,0,0,0,0,0,0,0,1,0,0,4.0,52,27,25,8,21,0
173998.0,Malcolm Jenkins,33,NOR,SS,16,16,3,58,0,48,10,1,0,1,0,0,2.5,91,69,22,7,6,0
,Ryan Jensen,29,TAM,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
545427.0,Josey Jewell,26,DEN,RILB,16,16,0,0,0,0,4,0,0,0,0,0,2.0,113,67,46,5,5,0
,Alexander Johnson,29,DEN,LILB,16,16,0,0,0,0,2,2,0,0,0,0,1.0,124,72,52,4,5,0
,Jaleel Johnson,26,MIN,RDT,16,16,0,0,0,0,0,0,0,0,0,0,1.5,44,22,22,3,2,0
158481.0,John Johnson,25,LAR,FS,16,16,1,0,0,0,8,0,0,0,0,0,0.0,105,73,32,2,0,0
,DaQuan Jones,29,TEN,NT,16,16,0,0,0,0,0,1,0,0,0,0,2.0,49,29,20,4,6,0
534432.0,Deion Jones,26,ATL,LLB,16,16,2,84,1,67,6,1,0,1,0,0,4.5,106,73,33,9,10,0
238235.0,Cameron Jordan,31,NOR,LDE,16,16,0,0,0,0,3,1,0,0,0,0,7.5,51,34,17,11,16,0
238495.0,Linval Joseph,32,LAC,RDT,16,16,0,0,0,0,0,0,0,0,0,0,0.0,62,33,29,3,2,0
,Sebastian Joseph-Day,25,LAR,NT,16,16,0,0,0,0,3,1,0,0,0,0,1.0,55,35,20,1,4,0
,Ted Karras,27,MIA,C,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0
,Jason Kelce,33,PHI,C,16,16,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0
,Dennis Kelly,30,TEN,RT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
3122793.0,Harold Landry,24,TEN,ROLB,16,16,1,0,0,0,5,0,0,0,0,0,5.5,69,46,23,10,16,0
483473.0,Charles Leno Jr.,29,CHI,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
515181.0,Tyler Lockett,28,SEA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
533317.0,Dean Lowry,26,GNB,LDE,16,16,0,0,0,0,2,0,0,0,0,0,3.0,36,14,22,2,4,0
482263.0,Khalil Mack,29,CHI,LOLB,16,16,1,33,0,33,3,3,0,2,0,0,9.0,50,29,21,11,13,1
535291.0,Blake Martinez,26,NYG,LILB,16,16,1,2,0,2,5,2,0,1,0,0,3.0,151,86,65,9,6,0
535922.0,Marcus Maye,27,NYJ,FS,16,16,2,0,0,0,11,2,0,1,0,0,2.0,88,52,36,4,2,0
550373.0,Baker Mayfield,25,CLE,QB,16,16,0,0,0,0,0,0,8,2,-15,0,0.0,0,0,0,0,0,0
176928.0,Devin McCourty,33,NWE,FS,16,16,2,62,1,43,6,0,0,0,0,0,0.0,68,45,23,2,0,0
3917331.0,Erik McCoy,23,NOR,C,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
4033748.0,Connor McGovern,27,NYJ,C,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
4047650.0,D.K. Metcalf,23,SEA,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
504762.0,Terrance Mitchell,28,CLE,RCB,16,16,0,0,0,0,13,3,0,0,0,0,0.0,65,54,11,2,0,0
4035458.0,Trayvon Mullen,23,LVR,LCB/RCB,16,16,2,0,0,0,14,0,0,0,0,0,0.0,64,56,8,2,0,0
4241394.0,Kenneth Murray,22,LAC,RLB,16,16,0,0,0,0,3,0,0,0,0,0,1.0,107,68,39,5,1,0
3917315.0,Kyler Murray,23,ARI,QB,16,16,0,0,0,0,0,0,9,2,-3,0,0.0,0,0,0,0,0,0
3117922.0,Bilal Nichols,24,CHI,NT,16,16,1,7,0,7,3,0,0,0,0,0,5.0,40,16,24,7,13,0
4039303.0,Ed Oliver,23,BUF,RDT,16,16,0,0,0,0,3,1,0,0,0,0,3.0,33,23,10,6,6,0
,Michael Onwenu,23,NWE,RT,16,16,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0
,Daron Payne,23,WAS,LDT,16,16,1,0,0,0,4,3,0,1,0,0,3.0,54,27,27,7,8,0
382702.0,Patrick Peterson,30,ARI,LCB,16,16,3,7,0,7,8,0,0,0,0,0,0.0,61,52,9,0,0,0
501559.0,Adrian Phillips,28,NWE,SS,16,16,2,5,0,5,4,0,0,0,0,0,1.0,109,76,33,7,1,0
482895.0,Jason Pierre-Paul,31,TAM,LOLB,16,16,2,15,0,15,6,4,0,2,0,0,9.5,55,34,21,7,14,0
482550.0,Jordan Poyer,29,BUF,SS,16,16,2,14,0,14,5,2,0,0,0,0,2.0,124,91,33,4,4,0
4242207.0,Patrick Queen,21,BAL,LILB,16,16,1,0,0,0,2,2,0,2,53,1,3.0,106,66,40,9,10,0
,Jarran Reed,28,SEA,DT,16,16,0,0,0,0,1,1,0,0,0,0,6.5,38,20,18,5,14,0
480766.0,Xavier Rhodes,30,IND,RCB,16,16,2,44,1,44,12,0,0,0,0,0,0.0,42,35,7,0,0,0
,Sheldon Richardson,30,CLE,LDT,16,16,0,0,0,0,3,1,0,0,0,0,4.5,64,35,29,5,10,0
,Philip Rivers,39,IND,QB,16,16,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0
184825.0,Cam Robinson,25,JAX,LT,16,16,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
144994.0,Aaron Rodgers,37,GNB,QB,16,16,0,0,0,0,0,0,4,1,-13,0,0.0,0,0,0,0,0,0
146254.0,Matt Ryan,35,ATL,QB,16,16,0,0,0,0,0,0,6,1,-3,0,0.0,0,0,0,0,0,0
534828.0,Joe Schobert,27,JAX,MLB,16,16,3,45,1,43,4,2,0,0,0,0,2.5,141,84,57,6,6,0
